name,description,image,perfumeHouse,notes,product_url
Aunt Caroline’s Joy Mojo,"Bottled happiness. Helps reverse misfortune, brings light and laughter to even the most troubled and discordant place, and aids in alleviating the stress and discontent that accompanies so many of life’s daily trials.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/AuntCarolinesJoyMojo-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""hoodoo"", ""joy"", ""happiness"", ""stress - reduction"", ""laughter""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/conjure-bag/aunt-carolines-joy-mojo/
Squirting Cucumber,"Yikes! A spurt of wet, grassy greenness.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""grass"", ""wet"", ""color - green""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rappaccinis-garden/squirting-cucumber/
Nephilim,"Dark children conceived from the union of Fallen Angels and the Daughters of Men. According to lore, the angel Shemhazai led a group of his angels to earth to instruct mankind in the ways of piety and righteousness. After a time, the angels became prey to earthly desires and began to lust after the daughters of man, and thus they fell. They instructed their mortal mates in the arts of conjuration, summoning, necromancy and other magickal arts. The fruits of their union are the Nephilim: possessed of superhuman strength, cunning, and infinite capacity, and hunger for, sin. Venerated as heroes by some, vilified by most, the Nephilim eventually annihilated one another in a cataclysmic civil war instigated by the angel Gabriel as punishment for their transgressions.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/nephilim-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""fig"", ""sin"", ""hyssop"", ""biblical - fallen angel"", ""oakmoss"", ""tamarind"", ""lavender"", ""vetiver"", ""cardamom"", ""lust""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/diabolus/nephilim/
Bard,"A ridiculously charismatic blend of bay rum, honey, and white musk mingling with the scent of harp wood and lute strings and the twang of horn brass.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/bard_f-600x472.jpg,Black Phoenix Alchemy Lab,"[""charismatic"", ""rpg"", ""musk - white"", ""white musk"", ""musk"", ""honey"", ""of harp wood"", ""rum"", ""artist - julie dillon"", ""white musk""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/classes/bard/
Melon Cream Cake,"Whipped cream squished between luscious layers of pale green sponge, topped with hunks of syrup-glazed honeydew.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/MELON-CREAM-CAKE-Lupercalia-Main-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""honeydew"", ""syrup"", ""green sponge"", ""whipped cream""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/melon-cream-cake-perfume-oil/
Shanghai Bath,"The crisp, clean scent of green tea touched with lemon verbena and honeysuckle.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Shanghai-600x896.jpg,Black Phoenix Alchemy Lab,"[""shangha"", ""green tea"", ""of green tea"", ""tea"", ""honeysuckle"", ""lemon verbena"", ""bath oil"", ""tea - green"", ""lemon""]",https://blackphoenixalchemylab.com/shop/bath/bath-oils/shanghai-bath-oil/
Yukikeisetsu,Sesshu Toyo,https://blackphoenixalchemylab.com/wp-content/uploads/2023/04/YUKIKEISETSU-february-2023-art-WEB-600x952.jpg,Black Phoenix Alchemy Lab,"[""hinoki"", ""tea - white"", ""april 2023"", ""april 2023 lunacy"", ""honey"", ""balsam"", ""ho wood"", ""fangipani""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/paintings-curated-by-someone-living-through-their-first-actual-winter-ode-to-february/yukikeisetsu-perfume-oil/
Leaf Spirits,The cost of protection proved to be more than any one person could pay.,https://blackphoenixalchemylab.com/wp-content/uploads/2024/09/LEAF-SPIRITS-Nightmare-Novellas-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""charred wood"", ""vetiver"", ""clove"", ""amber - dark"", ""nutmeg"", ""pepper - black""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween-2024/nightmare-novellas-pt-ii/leaf-spirits-perfume-oil/
A Melancholy of Goths,"Comparing agonies, their amused voices rose and fell like a fluttering veil.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/a-melancholy-of-goths-drew-23-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""champaca incense"", ""clove smoke"", ""nightmare novellas 2023"", ""plum velvet"", ""halloween 2023"", ""hairspray""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/nightmare-novellas/a-melancholy-of-goths-perfume-oil/
Razors in a Doll’s House Hair Gloss,"Rose water, cognac, and lace slashed with gleaming silver.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/06/BPTP-CD-WEB-razors-in-a-dolls-house-600x613.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""hair gloss"", ""cognac"", ""lace"", ""rose water""]",https://blackphoenixalchemylab.com/shop/body-beauty/hair-gloss/razors-in-a-dolls-house-hair-gloss/
Velvet,"Envelop yourself in the soft, sensual embrace of gentle sandalwood warmed by cocoa vanilla and a veil of deep myrrh.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Velvet-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""soft"", ""sandalwood"", ""vanilla"", ""warm"", ""cocoa"", ""myrrh"", ""sensual"", ""velvet""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/velvet/
Leviticus 27:19,"‘Cursed is anyone who withholds justice from the foreigner, the fatherless or the widow.’ Then all the people shall say, ‘Amen!’",https://blackphoenixalchemylab.com/wp-content/uploads/2019/06/raices-2-WEB-leviticus-29-17-600x473.jpg,Black Phoenix Alchemy Lab,"[""agarwood"", ""benzoin - sumatran"", ""perfume oil"", ""coffee bean"", ""nutmeg"", ""cedarwood""]",https://blackphoenixalchemylab.com/shop/activism/deliver-them-from-the-hands-of-the-wicked/cursed-is-anyone-who-withholds-justice-from-the-foreigner/leviticus-2719-perfume-oil/
Dragon’s Blood,"Powerful, commanding, blazing with strength.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""commanding"", ""power"", ""strength""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-draconis/dragons-blood/
Limitations,"The subtlest strain a great musician weaves,Cannot attain in rhythmic harmonyTo music in his soul. May it not beCelestial lyres send hints to him? He grievesThat half the sweetness of the song, he leavesUnheard in the transition. Thus do weYearn to translate the wondrous majestyOf some rare mood, when the rapt soul receivesA vision exquisite. Yet who can matchThe sunset’s iridescent hues? Who singThe skylark’s ecstasy so seraph-fine?We struggle vainly, still we fain would catchSuch rifts amid life’s shadows, for they bringGlimpses ineffable of things divine.– Henrietta Cordelia Ray",https://blackphoenixalchemylab.com/wp-content/uploads/2020/06/triumph-in-my-song-WEB-limitations-600x590.jpg,Black Phoenix Alchemy Lab,"[""mandarin - red"", ""perfume oil"", ""benzoin"", ""orris absolute"", ""plum - wild"", ""jasmine"", ""honeysuckle""]",https://blackphoenixalchemylab.com/shop/activism/triumph-in-my-song/limitations-perfume-oil/
Witch-Birds,"In Sweden tradition says that sorcerers  on Walpurgis night ride to Blocula and there turn into magpies. A lady at Carlstadt in that country was haunted by witch-birds in a very unpleasant manner. Having insulted a Finn woman who had begged food of her she told her to take a magpie that was hanging in a cage and eat it if she was hungry. The Finn cast an ‘evil eye’ on the lady for this insult but took the bird away with her. Some time after the Swedish lady noticed that whenever she went out a magpie came hopping in front of her. This happened for some days running, and then the magpie was joined by a companion bird, and presently by a number. The lady began to get frightened, but the more she tried to get rid of these strange companions the more numerous they became. They perched on her shoulders, tugged at her dress, and pecked at her ankles. In despair she shut herself up indoors, but they remained outside, and as soon as the door was open in they hopped. At last she went to bed and had the shutters closed, and the magpies kept on tapping outside till she died.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/Human-Animals-WITCH-BIRDS-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""indigo opium pod accord"", ""human animal 2023"", ""mallow - white"", ""halloween 2023"", ""plum - wild"", ""vanilla sandalwood"", ""opoponax""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/human-animals/witch-birds-perfume-oil/
Lightning Strikes Cinema,"The scent of sitting in a darkened theater in a rainstorm circa 1935, marveling at the alchemy that transforms scribbled words into specters of light, shadow, and sound: dripping umbrellas, a nicotine haze clinging to musty velvet curtains, camphorous vapors rising from strips of hot celluloid.",https://blackphoenixalchemylab.com/wp-content/uploads/2022/10/LIGHTNING-STRIKES-CINEMA-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""halloween 2022"", ""october 2022"", ""lightning strike 2022""]",https://blackphoenixalchemylab.com/shop/limited-edition/lightning-strikes/lightning-strikes-cinema-perfume-oil/
Kill-Devil,"“Rum punch is not improperly called Kill-Devil; for thousands lose their lives by its means. When newcomers use it to the least excess, they expose themselves to imminent peril, for it heats the blood and brings on fevers, which in a very few hours send them to their graves.”",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Kill-Devil-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""molass"", ""honey"", ""sugar cane"", ""rum"", ""oak""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/kill-devil/
Trumpet Honeysuckle & Lemon Beebalm,Proceeds from the sale of these duets benefit –,https://blackphoenixalchemylab.com/wp-content/uploads/2021/08/TRUMPET-HONEYSUCKLE-AND-LEMON-BEEBALM-louisiana-duets-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""duet 2021"", ""august 2021"", ""hurricane ida"", ""activism""]",https://blackphoenixalchemylab.com/shop/activism/duets-louisiana-edition/trumpet-honeysuckle-lemon-beebalm-perfume-oil/
In Templum Dei,"Oman frankincense, cistus labdanum, white sandalwood, and liquidambar.",https://blackphoenixalchemylab.com/wp-content/uploads/2014/06/In-Templum-Dei.jpg,Black Phoenix Alchemy Lab,"[""liquidambar"", ""sandalwood"", ""sandalwood - white"", ""labdanum"", ""white sandalwood"", ""frankincense"", ""cistus""]",https://blackphoenixalchemylab.com/shop/only-lovers-left-alive/soundtrack/templum-dei/
A Ghostly Encounter,"Misty ambergris accord and hinoki wood with juniper berries, galbanum, and palo santo.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/a-ghostly-encounter-shunga-2024-WEB-600x261.jpg,Black Phoenix Alchemy Lab,"[""ambergris"", ""palo santo"", ""galbanum"", ""hinoki wood"", ""hinoki wood"", ""juniper berry""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/novel-ideas-for-secret-amusements-2024/a-ghostly-encounter-perfume-oil/
The Bath of Venus,"Charles ShannonVelvet rose petals, white silk, red benzoin, sweet black labdanum, honeyed wine, kyphi tar, scarlet amber, and frankincense-smoked carnation petals.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/BATH-OF-VENUS-may-art-WEB-600x917.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""white silk"", ""kyphi tar"", ""benzoin - red"", ""black labdanum"", ""amber"", ""red benzoin"", ""silk - white"", ""rose petal"", ""frankincense""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/the-bath-of-venus-perfume-oil/
Dreamer of Dreams,"Edmund DulacLavender absolute, indigo champaca, Hojari frankincense, cananga flower, agarwood, soft mosses, labdanum absolute, twilight sandalwood, Bengali oud, lime rind, and a drop of cacao absolute.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/04/DREAMER-OF-DREAMS-march-art-2024-WEB-600x725.jpg,Black Phoenix Alchemy Lab,"[""agarwood"", ""cacao absolute"", ""oud - bengali"", ""of cacao absolute"", ""sandalwood"", ""lavender absolute"", ""moss - soft"", ""lime rind"", ""sandalwood - twilight"", ""champaca - indigo""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/dreamer-of-dreams-perfume-oil/
The Serpent in the Roses,"Snake Oil dribbling across a cluster of amber-flecked, blackened rose petals.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/THE-SERPENT-IN-THE-ROSES-lupercalia-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""snake oil"", ""rose"", ""rose petal"", ""amber""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/the-serpent-in-the-roses-perfume-oil-2/
Dee,"John Dee: master of science, alchemy and magic, Hermetic philosopher in the schools of Rosicrucian Christian Mysticism and Platonic-Pythagorean doctrine, and Queen Elizabeth’s astrologer, advisor, cryptologist and spy. With Edward Kelly, he created a field of study and work in Angelic Evocation, and isolated the Angelic language: Enochian. His scent is soft English leather, rosewood and tonka with a hint of incense, parchment and soft woods.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/DEE-1-600x468.jpg,Black Phoenix Alchemy Lab,"[""rosewood"", ""parchment"", ""person - john dee"", ""tonka"", ""incense"", ""leather"", ""leather - soft"", ""enochian""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/dee/
Grog,"Arrr! Avast ye, matey! This be the scent of pirate rum!",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Grog-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""pirate"", ""rum""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/grog/
Good,"Shimmering celestial musk with vanilla, white honey, acacia, and sugar cane.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/good-1-600x472.jpg,Black Phoenix Alchemy Lab,"[""rpg"", ""acacia"", ""goodness"", ""musk"", ""honey"", ""vanilla"", ""celestial"", ""shimmering celestial musk"", ""sugar cane"", ""artist - julie dillon""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/alignment/good/
Cold Moon: Lotus Root and Golden Amber,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/12/lotus-root-and-golden-amber-LUNACY-DUETS-DECEMBER-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""amber - golden"", ""little lunacy"", ""lotus root""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/cold-moon-lotus-root-and-golden-amber-perfume-oil/
Through The Gloom The Sisters Rose,"Blackened pomegranate, tobacco absolute, benzoin, brown sugar, and droplets of inky wine.",https://blackphoenixalchemylab.com/wp-content/uploads/2022/06/THROUGH-THE-GLOOM-THE-SISTERS-ROSE-furies-2022-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""pomegranate - blackened"", ""sugar - brown"", ""wine"", ""sorore genita nocte"", ""aigle kharity"", ""roe v. wade"", ""tobacco"", ""benzoin"", ""tobacco absolute"", ""activism""]",https://blackphoenixalchemylab.com/shop/activism/sorores-genita-nocte-aigles-kharities/through-the-gloom-the-sisters-rose-perfume-oil/
Obatala,"The King of the White Cloth, King of the Orishas, the First Among Equals. He is the King of Power, and his weapon is wisdom. He is the essence of honored maturity, wisdom through age and experience, purity of intention, virtue, humility, tolerance, judicious use of power, the knowledge of what is truly right and wrong, the moral code, and the obligation to do what is right. Obatala is the Creator God, who first fashioned mankind from clay; thus, he is also the first sculptor and potter. The human head itself is Obatala’s creation, and it is through it that he grants us the ability to discern genuine morality as opposed to oppressive, mistaken and arrogant self-righteousness. His is not the falsehood of societal boundaries, His Truth is the understanding of one’s own character and the obligations that we all have to our world, our Gods, and one another. He is the Benevolent Judge, calm and lucid, and he governs rational deliberation. His color is white, as His spirit is free from any soil or stain, and His energy radiates sanctified purity, great wisdom, happiness and internal peace. He is associated with cloth, as that was one of His gifts to mankind. The aspects of Obatala are symbolized by the chameleon, boa constrictor, elephant, gorilla, and snail. Obatala is the Lord of Laughter, for it is through wisdom that one may see the joy in life, and through laughter we are able to see the follies of mankind not with cynicism and derision, but with humor, compassion and understanding. Obatala’s Laughter helps soothe the pain of life’s rigors, and takes the sting out of the harshest of life’s lessons. Obatala’s ofrenda is soft, white and pure: milk, coconut meat, shea butter and cool, refreshing water.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/obatala-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""deliberation"", ""white and"", ""shea butter"", ""goodness"", ""color - white"", ""wisdom"", ""creation"", ""morality"", ""humility"", ""intention""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/excolo/obatala/
Morocco Bath,"The intoxicating perfume of heady incenses wafting on warm desert breezes. Arabian spices wind through a blend of warm musk, carnation, red sandalwood and cassia.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Morocco-600x896.jpg,Black Phoenix Alchemy Lab,"[""bath oil"", ""morocco"", ""red sandalwood"", ""musk"", ""sandalwood"", ""cassia"", ""of warm musk"", ""carnation""]",https://blackphoenixalchemylab.com/shop/bath/bath-oils/morocco-bath-oil/
Sleepy Bat,"An ode to the BPAL bat: lavender-dusted auburn fur, a drop of hops, Roman chamomile, hay absolute, ambrette seed, and sun-warmed leather.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/10/sleepy-bat-bats-in-the-belfry-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""bat in the belfry 2023"", ""ambrette seed"", ""hay absolute"", ""chamomile - roman"", ""hop"", ""lavender"", ""halloween 2023"", ""leather""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/bats-in-the-belfry-2023/sleepy-bat-perfume-oil/
skekNa the Slave Master,"SkekNa the Slave Master remains silent most of the time, except for occasional sneers and hisses. His action is dominated by kicking, whipping, and herding little Podling slaves. Between meals, the Skeksis sought out skekNa the Slave Master for scraps to appease the raging hunger they always felt. SkekNa was purely and openly evil from the beginning, and without him the work of the Castle would never have been done.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/11/DC_label_BPAL_skekNa-600x468.jpg,Black Phoenix Alchemy Lab,"[""spice"", ""gluttony"", ""rust"", ""cream"", ""sweet"", ""cake"", ""opulent"", ""leather""]",https://blackphoenixalchemylab.com/shop/the-dark-crystal/the-skeksis/skekna-the-slave-master/
John Watson,"I know, my dear Watson, that you share my love of all that is bizarre and outside the conventions and humdrum routine of everyday life.",https://blackphoenixalchemylab.com/wp-content/uploads/2015/01/bpal_watson1-600x473.jpg,Black Phoenix Alchemy Lab,"[""lime"", ""linen"", ""tweed"", ""aftershave""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/221b-baker-street/john-watson/
Possessed Teen,"“This is the ideological force driving all those stories about toxic period blood and PMS-induced hauntings. In a culture where we’re trained to protect children and loathe women, the border zone between the two states is the subject of intense superstition and terror.”",https://blackphoenixalchemylab.com/wp-content/uploads/2020/08/DBDM-web-POSSESSED-TEEN-600x470.jpg,Black Phoenix Alchemy Lab,"[""perfume oil"", ""incense"", ""ash"", ""soap"", ""musk - skin""]",https://blackphoenixalchemylab.com/shop/collaborations/dead-blondes-and-bad-mothers/possessed-teen-perfume-oil/
Amsterdam,"Tulips, peony, fresh flowing water and crisp green grasses.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Amsterdam-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""peony"", ""element - water"", ""tulip"", ""grass - green"", ""green grass""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/amsterdam/
"Is He, You Know","Fellas, is it gay to have a skeletal system? Short answer: YES! Because the human wrist was undeniably made to flap and go “enh.”",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/IS-HE-YOU-KNOW-halloween-2023-GC-WEB-600x479.jpg,Black Phoenix Alchemy Lab,"[""lavender - french"", ""spikenard"", ""halloween 2023"", ""vanilla bourbon"", ""halloween main 2023"", ""balsam - peru"", ""patchouli - 13 year aged"", ""sugar cane"", ""oakmoss - white""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/is-he-you-know-perfume-oil/
Flower Moon: Patchouli and Wormwood,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/Patchouli-and-Wormwood-FLOWER-MOON-LUNACY-DUETS-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""wormwood"", ""little lunacy"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/flower-moon-patchouli-and-wormwood-perfume-oil/
Shanghai,"The crisp, clean scent of green tea touched with lemon verbena and honeysuckle.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/shanghai-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""green tea"", ""of green tea"", ""tea"", ""honeysuckle"", ""clean"", ""verbena"", ""crisp"", ""tea - green"", ""lemon""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/shanghai/
Highwayman,"A brace of loaded pistolsHe carried night and day;He never robbed a poor manUpon the king’s highway;But what he’d taken from the rich,Like Turpin and Black Bess,He always did divide itWith the widow in distress.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Highwayman-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""jasmine"", ""cinnamon"", ""vetiver"", ""black bess"", ""gardenia"", ""leather""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/highwayman/
Les Fleurs du Mal,"The scents of the blossoms of darkness, condensed into one perfume. Features a rose base, softened with lilac and wisteria.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/09/Les-Fleurs-du-Mal-600x467.jpg,Black Phoenix Alchemy Lab,"[""dark"", ""rose"", ""blossom"", ""lilac"", ""wisteria""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-moriendi/les-fleurs-du-mal/
Scarecrow Boytoy,"A lusty, bubbling cauldron of thick, black tar spilling forth from a pile of dusty straw and secondhand clothes.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/03/Scarecrow-Boytoy-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""black tar"", ""collaboration"", ""dr. caligari"", ""tar - black""]",https://blackphoenixalchemylab.com/shop/collaborations/dr-caligari/scarecrow-boytoy-perfume-oil/
Kubla Khan,"In Xanadu did Kubla KhanA stately pleasure-dome decree:Where Alph, the sacred river, ranThrough caverns measureless to manDown to a sunless sea.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/KublaKhan-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""sunlight"", ""tea leaf"", ""opium"", ""orange - mandarin"", ""vanilla"", ""jasmine - moroccan"", ""ice"", ""champaca"", ""lily""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/kubla-khan/
Qandisa,"The Moroccan Goddess of Carnal Desire. Dwelling in fresh-water springs and rivers, she is doom: her embrace drives men mad with mindless lust. Sacrifices are made to the Lady of Lust on the Summer Solstice in the hopes of placating her passions and driving her red-tinged gaze away. Black musk, blackened saffron, lemon peel, and vetiver draped over thick honey.",https://blackphoenixalchemylab.com/wp-content/uploads/2014/01/Qandisa-600x467.jpg,Black Phoenix Alchemy Lab,"[""musk - black"", ""musk"", ""honey"", ""color - red"", ""desire"", ""vetiver"", ""lemon peel"", ""siren"", ""lust"", ""black musk""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/excolo/qandisa/
Goose Moon: Brandied Cherry and Labdanum,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2025/01/BRANDIED-CHERRY-AND-LABDANUM-LUNACY-DUETS-2025-WEB-600x910.jpg,Black Phoenix Alchemy Lab,"[""cherry - brandied"", ""little lunacy"", ""labdanum""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/goose-moon-brandied-cherry-and-labdanum-perfume-oil/
Millarca,"“She went on to make her petition, and it was in the tone of a person from whom such a request amounted to conferring, rather than seeking a favor. This was only in manner, and, as it seemed, quite unconsciously. Than the terms in which it was expressed, nothing could be more deprecatory. It was simply that I would consent to take charge of her daughter during her absence.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/09/millarca-carmilla-WEB-2024-600x473.jpg,Black Phoenix Alchemy Lab,"[""tea ros"", ""carmilla"", ""white lace"", ""blackcurrant""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween-2024/carmilla/millarca-perfume-oil/
Pomegranate Vulva,"Garnet rivulets of pomegranate juice, honeyed amber resin, labdanum, ylang ylang, tuberose, and red plum.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/pomegranate-vulva-shunga-2024-WEB-600x928.jpg,Black Phoenix Alchemy Lab,"[""tuberose"", ""red plum"", ""labdanum"", ""honey"", ""amber"", ""plum - red"", ""amber resin"", ""pomegranate juice"", ""ylang ylang""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/novel-ideas-for-secret-amusements-2024/pomegranate-vulva-perfume-oil/
Patchouli Clove  Soap,Husky patchouli and bitter clove in a soap swirled with bonfire ash.,https://blackphoenixalchemylab.com/wp-content/uploads/2020/03/bpalsoap2020-patchouli-clove-600x627.jpg,Black Phoenix Alchemy Lab,"[""clove - bitter"", ""vegan"", ""clove"", ""ash"", ""soap"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/bath/soaps/patchouli-clove-soap/
Shoggoth,"It was a terrible, indescribable thing vaster than any subway train – a shapeless congerie of protoplasmic bubbles, faintly self-luminous, and with myriads of temporary eyes forming and un-forming as pustules of greenish light all over the tunnel-filling front that bore down upon us, crushing the frantic penguins and slithering over the glistening floor that it and its kind had swept so evilly free of all litter.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Shoggoth-1-600x468.jpg,Black Phoenix Alchemy Lab,"[""lime"", ""lemongrass"", ""palmarosa"", ""osmanthus"", ""hinoki"", ""musk"", ""coconut - unripe"", ""muguet"", ""amber - white"", ""lily - water""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/a-picnic-in-arkham/shoggoth/
"A Savage Veil, Severe and Strong","Black plum, 7-year aged patchouli, nutmeg, and tobacco leaf.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/01/a-savage-veil-WEB.jpg,Black Phoenix Alchemy Lab,"[""tobacco leaf"", ""plum"", ""nutmeg"", ""plum - black"", ""black plum"", ""tobacco"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/activism/hymn-to-the-erinyes/a-savage-veil-severe-and-strong/
Slushy Snowballs,"Chilly vanilla frankincense snowballs polluted with raw cacao, labdanum, and myrrh.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/SLUSHY-SNOWBALLS-Snow-On-Snow-web-600x452.jpg,Black Phoenix Alchemy Lab,"[""cacao - raw"", ""labdanum"", ""yule 2023"", ""vanilla"", ""november 2023"", ""myrrh"", ""frankincense"", ""snow on snow 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/snow-on-snow-snow-on-snow-yule-2023/slushy-snowballs-perfume-oil/
Neutral,A flawless skin musk.,https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/neutral-1-600x472.jpg,Black Phoenix Alchemy Lab,"[""alignment"", ""rpg"", ""musk"", ""flawless skin musk"", ""musk - skin""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/alignment/neutral/
Tombstone,"A celebration of one of the first commercially produced perfumes of America’s Old West. A rugged, warm blend of vanilla, balsam and sassafras layered over Virginia cedar.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Tombstone-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""wood - cedar"", ""balsam"", ""vanilla"", ""sassafras"", ""warm"", ""rugged"", ""perfume"", ""cedar""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/tombstone/
