name,description,image,perfumeHouse,notes,product_url
Caramel Patchouli Hair Gloss,$5.50–$30.00,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/HG-CaramelPatchouli-lores-600x800.jpg,Black Phoenix Alchemy Lab,"[""squirt"", ""hair gloss"", ""patchouli"", ""caramel""]",https://blackphoenixalchemylab.com/shop/body-beauty/hair-gloss/caramel-patchouli-hair-gloss/
Baba Yaga,"Then suddenly the wood became full of a terrible noise; the trees began to groan, the branches to creak and the dry leaves to rustle, and the Baba Yaga came flying from the forest. She was riding in a great iron mortar and driving it with the pestle, and as she came she swept away her trail behind her with a kitchen broom.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/BABA-YAGA-600x467.jpg,Black Phoenix Alchemy Lab,"[""flower"", ""moss"", ""moth dust"", ""suddenly the wood"", ""herb"", ""iron"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/marchen/vasilissa-the-beautiful/baba-yaga/
Santo Domingo,"An exotic, sultry blend of tobacco leaf, bay rum and heady Caribbean blossoms.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/santo-domingo-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""exotic"", ""sultry"", ""tobacco leaf"", ""bay rum"", ""blossom"", ""tobacco""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/wanderlust/santo-domingo/
Northern Lights,"Tom ThomsonAmbergris foam, twinkling white musk, lime rind, frosted lemon, Norway spruce, sour green apple, night-blooming jasmine, Icelandic moss, and yellow bergamot.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/NORTHERN-LIGHTS-january-art-2024-WEB-copy-600x750.jpg,Black Phoenix Alchemy Lab,"[""jasmine - night blooming"", ""twinkling white musk"", ""musk - white"", ""moss - icelandic"", ""musk"", ""green apple"", ""ambergris foam"", ""apple"", ""apple - green sour"", ""lemon - frosted""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/northern-lights-perfume-oil/
L’Homme Fut Solitaire Dans un Paysage de Nuit,Odilon Redon,https://blackphoenixalchemylab.com/wp-content/uploads/2025/01/LHomme-fut-solitaire-dans-un-paysage-de-nuit-goose-moon-january-2025-art-WEB-600x816.jpg,Black Phoenix Alchemy Lab,"[""ambergris accord"", ""labdanum"", ""frankincense smoke"", ""lilac""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/ars-anni/lhomme-fut-solitaire-dans-un-paysage-de-nuit-perfume-oil/
Brown Jenkin,The yellowed country records containing her testimony and that of her accusers were so damnably suggestive of things beyond human experience – and the descriptions of the darting little furry object which served as her familiar were so painfully realistic despite their incredible details.,https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/BROWN-JENKIN-1-600x474.jpg,Black Phoenix Alchemy Lab,"[""incense - ceremonial"", ""coconut husk"", ""sandalwood - white"", ""musk"", ""orris root"", ""h.p. lovecraft""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/a-picnic-in-arkham/brown-jenkin/
Luna Negra 2024,"Ted’s CreationThe solace of shadows: blackberry and blackcurrant with Nepalese amber, kewda attar, and a deep, rich, sweet dark musk.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/12/luna-negra-2024-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""musk"", ""sweet dark musk"", ""amber"", ""kewda attar"", ""blackberry"", ""blackcurrant"", ""amber - nepalese"", ""little lunacy""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/black-moon-rising-2024/luna-negra-2024-perfume-oil/
Eusapia 2024,"The case I allude to is that of an invalid woman who belongs to the humblest class of society. She is nearly thirty years old and very ignorant; her look is neither fascinating nor endowed with the power which modern criminologists call irresistible; but when she wishes, be it by day or by night, she can divert a curious group for an hour or so with the most surprising phenomena. Either bound to a seat or firmly held by the hands of the curious, she attracts to her the articles of furniture which surround her, lifts them up, holds them suspended in the air like Mahomet’s coffin, and makes them come down again with undulatory movements, as if they were obeying her will. She increases their weight or lessens it according to her pleasure. She raps or taps upon the walls, the ceiling, the floor, with fine rhythm and cadence. In response to the requests of the spectators, something like flashes of electricity shoot forth from her body, and envelop her or enwrap the spectators of these marvellous scenes. She draws upon cards that you hold out, everything that you want – figures, signatures, numbers, sentences – by just stretching out her hand toward the indicated place.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/eusapia-evening-with-the-spirits-2024-WEB-600x484.jpg,Black Phoenix Alchemy Lab,"[""lilac"", ""candle wax"", ""tea - white""]",https://blackphoenixalchemylab.com/shop/yule-2024/an-evening-with-the-spirits-2024/eusapia-2024-perfume-oil/
Cake for Breakfast,"Peach silk, cherry fizz, pain au chocolat, and a cup of generously creamed black tea.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/02/Cake-For-Breakfast-Girth-of-Venus-ALT-600x813.jpg,Black Phoenix Alchemy Lab,"[""pain au chocolat"", ""cherry"", ""peach silk"", ""tea"", ""black tea"", ""creamed black tea"", ""peach"", ""cream"", ""girth of venus"", ""cherry fizz""]",https://blackphoenixalchemylab.com/shop/lupercalia-2025/girth-of-venus/cake-for-breakfast-perfume-oil/
On Freedom,"At the city gate and by your fireside I have seen you prostrate yourself and worship your own freedom,",https://blackphoenixalchemylab.com/wp-content/uploads/2025/06/ON-FREEDOM-Web-The-Prophet-copy-600x473.jpg,Black Phoenix Alchemy Lab,"[""ambergris accord"", ""musk - silver"", ""violet ash"", ""little lunacy"", ""benzoin"", ""ti leaf"", ""activism""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/the-prophet-2025-lunacy-fundraiser/on-freedom-perfume-oil/
Animals at the Bottom of the Sea,Odilon Redon,https://blackphoenixalchemylab.com/wp-content/uploads/2022/08/ANIMALS-AT-THE-BOTTOM-OF-THE-SEA-AUGUST-ART-WEB-600x776.jpg,Black Phoenix Alchemy Lab,"[""coconut water"", ""august 2022"", ""currant"", ""orange - mandarin"", ""cranberry"", ""mandarin - queen"", ""musk - blue"", ""pineapple"", ""currant - yellow"", ""little lunacy""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/illustrations-of-a-scorching-august/animals-at-the-bottom-of-the-sea-perfume-oil/
The Woman at the Edge of the Woods,"“This is the primal threat in our earliest stories: a woman who lives on the outskirts of civilization, rejected by her community; a woman who is old, ugly, asexual; a woman who is, alternately, too beautiful, too sexual, too self-possessed; a woman who knows things others don’t know, and can do things others can’t do. When the loop of patriarchy closes, it can feel inescapable. Yet the way to freedom has been here, in our monster stories, all along. From the beginning, we’ve known that a woman who leaves society as we know it, who heads out to the dark and threatening spaces beyond the world we’ve built, will find not her death but her power.”",https://blackphoenixalchemylab.com/wp-content/uploads/2020/08/DBDM-web-WOMAN-EDGE-WOOD-600x470.jpg,Black Phoenix Alchemy Lab,"[""sage"", ""willow"", ""perfume oil"", ""yarrow"", ""elderberry"", ""chamomile"", ""ivy"", ""mandrake root"", ""rose thorn"", ""myrrh - sweet""]",https://blackphoenixalchemylab.com/shop/collaborations/dead-blondes-and-bad-mothers/the-woman-at-the-edge-of-the-woods-perfume-oil/
Hymn to St. Brigid,Far above enthroned in glory,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/hymn-to-st-brigid-2023-GC-Yule-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""yule 2023"", ""honey"", ""butter"", ""november 2023"", ""yule main 2023"", ""cream - sweet""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/hymn-to-st-brigid-perfume-oil-2/
Goose Moon: Tobacco Absolute and Cherry Chypre,$30.00,https://blackphoenixalchemylab.com/wp-content/uploads/2025/01/TOBACCO-ABSOLUTE-AND-CHERRY-CHYPRE-LUNACY-DUETS-2025-WEB-600x910.jpg,Black Phoenix Alchemy Lab,"[""cherry chypre"", ""little lunacy"", ""tobacco absolute""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/goose-moon-tobacco-absolute-and-cherry-chypre-perfume-oil/
Idle Moon: Vanilla Husk and a Bundle of Twigs,$30.00,https://blackphoenixalchemylab.com/wp-content/uploads/2025/05/vanilla-husk-and-a-bundle-of-twigs-LUNACY-DUETS-2025-WEB-600x910.jpg,Black Phoenix Alchemy Lab,"[""vanilla husk"", ""little lunacy"", ""twig""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/idle-moon-vanilla-husk-and-a-bundle-of-twigs-perfume-oil/
O Beautiful White Mother Death,"This Spiritualism is the nepenthe which the ancient philosophers sought, to prolong life for ever; you cast off your bodies like an old garment. The pathway of this new science is as clear to the spirit as the names of the constellations are to the astronomer. In the great realm of the spirit there is no room for death to abide ; he has gone out with the ignorance, and blindness, and prejudice of the past, and life, only life, remains as your inheritance.Mrs. Tappan then paused. After a moment’s silence she delivered the following inspirational poem:—O beautiful white mother Death,Thou silent and shadowy soul,Thou mystical, magical soul,How soothing and cooling thy breath!Ere the morning stars sang in their spheres,Thou didst dwell in the spirit of things,Brooding there with thy wonderful wings,Incubating the germs of the years.Coeval with Time and with Space,Thy sisters are Silence and Sleep ;Three sisters—Death, Silence, and Sleep,How strange and how still is thy face!In the marriage of matter to soul,”Thou wert wedded to young fiery Time,The now weary and hoary-haired Time,With him thou hast shared earth’s control.O beautiful spirit of Death,Thy brothers are Winter and Night;Stern Winter and shadowy Night,They bear thy still image and breath.Summer buds fall asleep in thy arms,’Neath the fleecy and soft-footed snow,The silent, pure, beautiful snow;And the earth their new life-being warms.All the world is endowed with thy breath,Summer splendours and purple of wineFlow out of this magic of thine,O beautiful angel of DeathWhat wonders in silence we seeThe lily grows pale in thy sight;The rose thro’ the long summer nightSighs its life out in fragrance to thee.O beautiful angel of Death,The beloved are thine, all are thine !They have drunk the nepenthe divine,They have felt the full flow of thy breath.Out into thy realm they are gone,Like the incense that greeteth the morn,On the wings of thy might they’re up-borne,As bright birds to thy Paradise flown.They are folded and safe in thy sight,Thro’ thy portals they pass from earth’s prison;From the cold clod of clay they have risen,To dwell in thy temple of light.O beautiful Angel of Life,Germs feel thee and burst into bloom,Souls see thee and rise from the tomb,With beauty and loveliness rife.On earth thou art named cold Death,Dim, dark, dismal, dire, dreadful Death,In heaven thou art “Angel of Life.”We are one with thy spirit, O Death ;We spring to thy arms unafraid,One with thee are our glad spirits made.We are born when we drink thy cold breath,—Oh, Angel of Life, lovely Death.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/o-beautiful-white-mother-death-evening-with-the-spirits-2024-WEB-600x484.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""lily - calla"", ""sandalwood"", ""amber - white"", ""rose sandalwood"", ""lily"", ""white mother"", ""orris""]",https://blackphoenixalchemylab.com/shop/yule-2024/an-evening-with-the-spirits-2024/o-beautiful-white-mother-death-perfume-oil/
Pistachio Ambrosia,"A whipped green dream, pale and pillowy with multicolored mini marshmallows, densely studded with bits of pineapple, mandarin, and shredded coconut.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/PISTACHIO-AMBROSIA-Lupercalia-Main-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""marshmallow"", ""orange - mandarin"", ""coconut - shredded"", ""green dream"", ""pineapple"", ""coconut""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/pistachio-ambrosia-perfume-oil/
Lavender Coconut Cream Pie,Billows of lavender-tinged whipped cream luxuriating on a silky bed of coconut custard.,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/LAVENDER-COCONUT-CREAM-PIE-Yule-Lavender-Kitchen-WEB-600x452.jpg,Black Phoenix Alchemy Lab,"[""whipped cream"", ""yule 2023"", ""lavender"", ""november 2023"", ""coconut custard"", ""the lavender kitchen"", ""coconut""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/the-lavender-kitchen/lavender-coconut-cream-pie-perfume-oil/
The Apothecary,"Tea leaf with three mosses, green grass, a medley of herbal notes, and a drop of ginger and fig.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/Apothecary-600x467.jpg,Black Phoenix Alchemy Lab,"[""fig"", ""tea"", ""grass"", ""tea leaf"", ""green grass"", ""moss"", ""shakespeare"", ""ginger""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/illyria/the-apothecary/
The Storm,"Pierre-Auguste CotRain-dappled moss, golden silk, and sheer, gossamer vanilla.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/THE-STORM-600x767.jpg,Black Phoenix Alchemy Lab,"[""moss"", ""vanilla"", ""golden silk""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/the-storm-perfume-oil/
Worm Moon: Clove and Pink Pepper,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/04/Clove-and-Pink-Pepper-worm-moon-2024-duets-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/worm-moon-clove-and-pink-pepper-perfume-oil/
Mad Hatter,A gentlemen’s lavender-citron cologne unhinged by the feral pungence of black musk and a paroxysm of pennyroyal.,https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/mad-hatter-600x467.jpg,Black Phoenix Alchemy Lab,"[""musk - black"", ""cologne"", ""feral"", ""musk"", ""citron"", ""lavender"", ""of black musk"", ""black musk"", ""mad tea party"", ""pennyroyal""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/mad-hatter/
Strangler Fig,"A glorious parasite! Once the seeds of the Strangler Fig find root in the bark of a tree, snakelike roots erupt and reach graspingly at the sky. The Strangler Fig then sprouts numerous epiphytic vines that strangles and surrounds its unwilling host, and finally snuffs the life from it. Rooty, woody, with deep green tones.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""green tone"", ""wood"", ""vine"", ""rooty"", ""color - green"", ""parasite""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rappaccinis-garden/strangler-fig/
Worm Moon: Chestnut and Rum,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/04/chestnut-and-rum-worm-moon-2024-duets-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""rum"", ""little lunacy"", ""chestnut""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/worm-moon-chestnut-and-rum-perfume-oil/
Hot Buttered Apple Cider,"Sometimes we find it purely impossible to function without the kind of hot drink that leaves an oil slick in the cup. Here’s a crisp apple cider scent for those who can relate, complete with melted buttery swirl.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/10/Hot-Buttered-Apple-Cider-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""buttery swirl"", ""leaf an oil"", ""apple"", ""apple cider""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/virtualcon-new-york/hot-buttered-apple-cider-perfume-oil/
Slug,"A relaxed, lazy scent; slightly sebaceous and sweetly slimy: warm, buttery honey cream and dribbles of amber. May we all have at least a few gentle, sweet slug moments throughout this holiday season.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/slug-Yule-GC-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""honey"", ""amber"", ""yule 2023"", ""butter"", ""november 2023"", ""cream"", ""yule main 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/slug-perfume-oil/
Harvest Moon: Corn Husk and Nutmeg,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/10/corn-husk-and-nutmeg-LUNACY-DUET-WEB-2024-JPG-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""corn husk"", ""nutmeg""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/harvest-moon-corn-husk-and-nutmeg-perfume-oil/
Cthulhu,"If I say that my somewhat extravagant imagination yielded simultaneous pictures of an octopus, a dragon, and a human caricature, I shall not be unfaithful to the spirit of the thing. A pulpy, tentacled head surmounted a grotesque and scaly body with rudimentary wings… It represented a monster of vaguely anthropoid outline, but with an octopus-like head whose face was a mass of feelers, a scaly, rubbery-looking body, prodigious claws on hind and fore feet, and long, narrow wings behind. This thing, which seemed instinct with a fearsome and unnatural malignancy, was of a somewhat bloated corpulence…",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Cthulhu-1-600x468.jpg,Black Phoenix Alchemy Lab,"[""dark"", ""wet"", ""oceanic"", ""h.p. lovecraft"", ""seaweed""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/a-picnic-in-arkham/cthulhu/
Buried Secrets Nail Polish,"The shimmering blue of midnight, ancient scars, and stifled whispers flickering with the metallic gleam of shadowed knives.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/04/LA-back-Buried-Secrets.jpg,Black Phoenix Alchemy Lab,"[""blue of"", ""nail polish""]",https://blackphoenixalchemylab.com/shop/body-beauty/nail-polish/buried-secrets-nail-polish/
The Gatekeeper,"A dry perfume, solemn and riddled with ancient, whispered secrets: brittle bones, the well-worn leather spines of forgotten books, crumbling papyrus, and the warm, strange scent of yellowed, crumbling manuscripts.",https://blackphoenixalchemylab.com/wp-content/uploads/2014/07/GatekeeperF.jpg,Black Phoenix Alchemy Lab,"[""bone"", ""ancient"", ""strange"", ""warm"", ""leather book"", ""solemn"", ""dry"", ""secret"", ""book - old"", ""leather""]",https://blackphoenixalchemylab.com/shop/collaborations/loan-shark-games/gatekeeper/
Marie,A blend of sinuous violet and elegant tea rose: the chosen scent of France’s Demigoddess of Debauch: Marie Antoinette.,https://blackphoenixalchemylab.com/wp-content/uploads/2013/12/marie-600x467.jpg,Black Phoenix Alchemy Lab,"[""rose - tea"", ""rose"", ""elegant tea"", ""violet"", ""tea"", ""sinuous""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/diabolus/marie/
Bon Vivant,An effervescent blend of crystalline champagne notes and sweet strawberry.,https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Bon-Vivant-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""sweet"", ""champagne"", ""strawberry"", ""esservescent""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/bon-vivant/
Horses Cooling Themselves in Water,Nils Kreuger,https://blackphoenixalchemylab.com/wp-content/uploads/2022/09/Horses-Cooling-Themselves-September-Art-2022-WEB-600x486.jpg,Black Phoenix Alchemy Lab,"[""fig - candied"", ""clove - sweet"", ""september 2022 lunacy"", ""amber - russet"", ""myrrh"", ""september 2022"", ""pecan"", ""musk - chestnut""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/sun-scorched-scenes-of-september/horses-cooling-themselves-in-water-perfume-oil/
Feed Me and Fill Me With Pleasure,"For my heart too springs up at the pressure,",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/feed-me-and-fill-me-with-pleasure-LADY-OF-PAIN-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""patchouli - black"", ""honey"", ""amber - vanilla""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/our-lady-of-pain-2024/feed-me-and-fill-me-with-pleasure-perfume-oil/
